"Intersection","Analysis Neighborhood","Latitude","Longitude"
"18TH AVE \ IRVING ST","Inner Sunset","37.76360702515","-122.47605133057"
"OCTAVIA ST \ SUTTER ST","Japantown","37.78692626953","-122.42666625977"
"DR CARLTON B GOODLETT PL \ GROVE ST \ POLK ST","Tenderloin","37.77848815918","-122.41822814941"
"22ND ST \ CAROLINA ST","Potrero Hill","37.75724411011","-122.39990997314"
"CARDENAS AVE \ SERRANO DR","Lakeshore","37.72008132935","-122.47705078125"
"CUMBERLAND ST \ DOLORES ST","Castro/Upper Market","37.75902938843","-122.42584228516"
"17TH ST \ BELVEDERE ST","Haight Ashbury","37.76172637939","-122.44777679443"
"25TH ST \ HOMESTEAD ST","Noe Valley","37.74936676025","-122.43939208984"
"43RD AVE \ CLEMENT ST \ VETERANS DR","Outer Richmond","37.78112792969","-122.50415802002"
"25TH AVE \ SCENIC WAY","Seacliff","37.78833770752","-122.48533630371"
"CESAR CHAVEZ ST \ NOE ST","Noe Valley","37.74743270874","-122.43147277832"
"HERMANN ST \ LAGUNA ST","Hayes Valley","37.77087020874","-122.42513275146"
"22ND ST \ CONNECTICUT ST","Potrero Hill","37.75741577148","-122.39700317383"
"RANKIN ST \ REVERE AVE","Bayview Hunters Point","37.73696517944","-122.39950561523"
"GATES ST \ OGDEN AVE","Bernal Heights","37.73592758179","-122.4142074585"
"FREDERICK ST \ WILLARD ST","Golden Gate Park","37.76616668701","-122.45458984375"
"12TH AVE \ FUNSTON AVE \ ROCKRIDGE DR","Inner Sunset","37.75079727173","-122.46901702881"
"CRESTLAKE DR \ PARAISO PL","Sunset/Parkside","37.73541259766","-122.48240661621"
"20TH ST \ HARRISON ST","Mission","37.75902938843","-122.41249847412"
"ARGUELLO BLVD \ EUCLID AVE","Presidio Heights","37.78382492065","-122.45904541016"
"FRANCISCO ST \ LARKIN ST","Russian Hill","37.80350112915","-122.42162322998"
"18TH ST \ MISSISSIPPI ST","Potrero Hill","37.7626953125","-122.39459228516"
"MANGELS AVE \ RIDGEWOOD AVE","West of Twin Peaks","37.73303985596","-122.45342254639"
"MANOR DR \ UPLAND DR","West of Twin Peaks","37.72917556763","-122.46356201172"
"36TH AVE \ GEARY BLVD","Outer Richmond","37.77955245972","-122.49652099609"
"39TH AVE \ CLEMENT ST","Lincoln Park","37.78132629395","-122.49987030029"
"FIELDING ST \ STOCKTON ST","North Beach","37.80372238159","-122.40984344482"
"LAKE FOREST CT \ OAK PARK DR","Inner Sunset","37.75463104248","-122.46021270752"
"FERN ST \ VAN NESS AVE","Nob Hill","37.78800201416","-122.42195129395"
"LEDYARD ST \ SILVER AVE","Bayview Hunters Point","37.73407363892","-122.40285491943"
"GARRISON AVE \ SUNNYDALE AVE","Visitacion Valley","37.71103668213","-122.41288757324"
"ROD RD \ STOREY AVE","Presidio","37.80187988281","-122.47043609619"
"POLARIS WAY \ POPE ST","Excelsior","37.70896911621","-122.44002532959"
"12TH AVE \ KIRKHAM ST","Inner Sunset","37.76016998291","-122.46926116943"
"25TH AVE \ CROSSOVER DR \ FULTON ST","Outer Richmond","37.77256774902","-122.48419189453"
"AUGUST ALY \ UNION ST","Chinatown","37.80014038086","-122.41162872314"
"LOMBARD ST \ TUSCANY ALY","North Beach","37.80316162109","-122.41034698486"
"26TH AVE \ IRVING ST","Sunset/Parkside","37.76323318481","-122.48462677002"
"LELAND AVE \ RUTLAND ST","Visitacion Valley","37.71254730225","-122.40734863281"
"BRUSSELS ST \ BURROWS ST","Portola","37.72831344604","-122.40608215332"
"MARKET ST \ SUTTER ST","Financial District/South Beach","37.79029083252","-122.40015411377"
"MISSION ROCK ST \ TERRY A FRANCOIS BLVD","Mission Bay","37.77307128906","-122.38729095459"
"CHURCH ST \ MARKET ST","Castro/Upper Market","37.76750564575","-122.42894744873"
"FRONT ST \ JACKSON ST","Financial District/South Beach","37.79692459106","-122.39950561523"
"BOWLEY ST \ GIBSON RD","Presidio","37.79043579102","-122.48211669922"
"ANZA ST \ ROSSI AVE","Lone Mountain/USF","37.77969360352","-122.45649719238"
"LINCOLN BLVD \ MONTGOMERY ST","Presidio","37.80199432373","-122.45767211914"
"25TH AVE \ LINCOLN WAY","Golden Gate Park","37.76515960693","-122.48368835449"
"ELLIS ST \ POLK ST","Tenderloin","37.78403091431","-122.4193649292"
"FULTON ST \ GREAT HWY","Outer Richmond","37.7713432312","-122.51105499268"
"07TH ST \ CLEVELAND ST","South of Market","37.77630615234","-122.40728759766"
"ASHBURY ST \ FULTON ST \ HEMWAY TER","Lone Mountain/USF","37.77560043335","-122.44806671143"
"14TH AVE \ ULLOA ST","West of Twin Peaks","37.74142456055","-122.47010803223"
"CAYUGA AVE \ THERESA ST","Outer Mission","37.72930145264","-122.43519592285"
"MOJAVE ST \ PERALTA AVE","Bernal Heights","37.73884963989","-122.40895843506"
"HERITAGE LN \ SCHWERIN ST","Visitacion Valley","37.70966339111","-122.41176605225"
"FOREST VIEW DR \ OCEAN AVE","Sunset/Parkside","37.73235321045","-122.48363494873"
"19TH ST \ CASELLI AVE \ MONO ST","Castro/Upper Market","37.75913619995","-122.44379425049"
"EXPOSITION DR \ GATEVIEW AVE","Treasure Island","37.82910919189","-122.37268829346"
"MASON ST \ WATER ST","North Beach","37.8044090271","-122.4133605957"
"LAFAYETTE ST \ NATOMA ST","Mission","37.77281570435","-122.41691589355"
"LA BICA WAY \ ROCKDALE DR","West of Twin Peaks","37.74131774902","-122.45304107666"
"HARVARD ST \ PIOCHE ST","Excelsior","37.72830200195","-122.42135620117"
"22ND AVE \ OCEAN AVE","Sunset/Parkside","37.73261260986","-122.47784423828"
"28TH AVE \ KIRKHAM ST","Sunset/Parkside","37.75940704346","-122.48651123047"
"OTTAWA AVE \ ROME ST","Outer Mission","37.71572875977","-122.44637298584"
"ARROYO WAY \ BELLA VISTA WAY","West of Twin Peaks","37.73793411255","-122.44737243652"
"BLANKEN AVE \ WHEELER AVE","Bayview Hunters Point","37.71181488037","-122.39992523193"
"BAY ST \ LEAVENWORTH ST","Russian Hill","37.80500030518","-122.4185333252"
"ARROYO WAY \ MARIETTA DR","West of Twin Peaks","37.74011611938","-122.44631958008"
"DELTA ST \ MELRA CT \ SUNNYDALE AVE","Visitacion Valley","37.71035003662","-122.4104385376"
"BADEN ST \ MANGELS AVE","West of Twin Peaks","37.73311233521","-122.43975067139"
"14TH ST \ MINNA ST","Mission","37.76831817627","-122.4192276001"
"18TH ST \ CONNECTICUT ST","Potrero Hill","37.76251983643","-122.39749145508"
"06TH AVE \ GEARY BLVD","Inner Richmond","37.78101730347","-122.4642791748"
"BRIDGEVIEW DR \ TAMPA LN","Bayview Hunters Point","37.7349319458","-122.39617156982"
"BELMONT AVE \ EDGEWOOD AVE","Inner Sunset","37.76317977905","-122.45494842529"
"BOYLSTON ST \ HOLYOKE ST \ SILVER AVE","Portola","37.73093795776","-122.41050720215"
"37TH AVE \ LINCOLN WAY","Golden Gate Park","37.76459503174","-122.49654388428"
"03RD ST \ SALINAS AVE","Bayview Hunters Point","37.72074127197","-122.39646148682"
"DAY ST \ SAN JOSE AVE","Bernal Heights","37.74311447144","-122.42304229736"
"EUCALYPTUS DR \ MIDDLEFIELD DR","Sunset/Parkside","37.7308807373","-122.48617553711"
"PLYMOUTH AVE \ SOUTHWOOD DR","West of Twin Peaks","37.72549438477","-122.45692443848"
"20TH ST \ SHOTWELL ST","Mission","37.75883102417","-122.41577911377"
"EMERALD COVE WAY \ WEST CRYSTAL COVE TER","Bayview Hunters Point","37.7120552063","-122.3950958252"
"ABBEY ST \ CHULA LN","Castro/Upper Market","37.76379776001","-122.42723846436"
"GRACE ST \ HOWARD ST","South of Market","37.77437973022","-122.41394042969"
"BANCROFT AVE \ PHELPS ST","Bayview Hunters Point","37.72983932495","-122.40027618408"
"24TH ST \ MICHIGAN ST","Potrero Hill","37.75422668457","-122.38597106934"
"18TH AVE \ ULLOA ST","West of Twin Peaks","37.74123382568","-122.47449493408"
"GREENWOOD AVE \ VALDEZ AVE","West of Twin Peaks","37.72880935669","-122.45478057861"
"20TH ST \ UNNAMED 042","Potrero Hill","37.76066589355","-122.3856048584"
"FRANKLIN ST \ VALLEJO ST","Marina","37.79648208618","-122.42524719238"
"22ND ST \ TENNESSEE ST","Potrero Hill","37.75788497925","-122.38925170898"
"ARGUELLO BLVD \ SACRAMENTO ST","Presidio Heights","37.78662490845","-122.4592590332"
"CALIFORNIA ST \ CHERRY ST","Presidio Heights","37.7859992981","-122.45668792725"
"03RD ST \ INGERSON AVE","Bayview Hunters Point","37.7209815979","-122.39627075195"
"ONONDAGA AVE \ OTSEGO AVE","Outer Mission","37.72272491455","-122.44142913818"
"INGLESIDE PATH \ OCEAN AVE","West of Twin Peaks","37.7255897522","-122.46324157715"
"44TH AVE \ ULLOA ST","Sunset/Parkside","37.74000167847","-122.50234222412"
"GREAT HWY \ MORAGA ST","Sunset/Parkside","37.75469207764","-122.50868225098"
"31ST AVE \ NORIEGA ST","Sunset/Parkside","37.75367355347","-122.48932647705"
"02ND ST \ CLEMENTINA ST","Financial District/South Beach","37.78596496582","-122.39723205566"
"23RD ST \ MISSION ST","Mission","37.75383758545","-122.41859436035"
"FOLSOM ST \ STONEMAN ST","Bernal Heights","37.74514770508","-122.41337585449"
"20TH ST \ POTRERO AVE","Mission","37.75936508179","-122.4069442749"
"STEINER ST \ UNION ST","Marina","37.7968788147","-122.43714141846"
"DR CARLTON B GOODLETT PL \ MCALLISTER ST \ POLK ST","Tenderloin","37.78026199341","-122.41860198975"
"45TH AVE \ LINCOLN WAY","Golden Gate Park","37.76421356201","-122.50511932373"
"24TH AVE \ CALIFORNIA ST","Outer Richmond","37.78393173218","-122.48393249512"
"FULTON ST \ LA PLAYA","Outer Richmond","37.77139663696","-122.50989532471"
"HOWARD ST \ SOUTH VAN NESS AVE","Mission","37.77040863037","-122.41761016846"
"GRANT AVE \ GREEN ST","North Beach","37.79970550537","-122.40739440918"
"23RD ST \ TEXAS ST","Potrero Hill","37.75497817993","-122.3948135376"
"CAPRA WAY \ SCOTT ST","Marina","37.80250930786","-122.44165802002"
"19TH AVE \ EUCALYPTUS DR","West of Twin Peaks","37.73106765747","-122.47485351563"
"FILBERT ST \ STEINER ST","Marina","37.79780960083","-122.43732452393"
"SAWYER ST \ VISITACION AVE","Visitacion Valley","37.71324539185","-122.41436767578"
"30TH AVE \ SANTIAGO ST","Sunset/Parkside","37.74440002441","-122.48760986328"
"15TH ST \ BEAVER ST","Castro/Upper Market","37.76586151123","-122.43706512451"
"COLBY ST \ DWIGHT ST","Portola","37.72171401978","-122.410987854"
"BRIGHT ST \ STANLEY ST","Oceanview/Merced/Ingleside","37.71251678467","-122.46347808838"
"17TH AVE \ CLEMENT ST","Outer Richmond","37.78240585327","-122.47630310059"
"ADDISON ST \ DIAMOND HEIGHTS BLVD \ GOLD MINE DR","Glen Park","37.74015426636","-122.43583679199"
"FELL ST \ SHRADER ST","Lone Mountain/USF","37.77219009399","-122.45243835449"
"44TH AVE \ PACHECO ST","Sunset/Parkside","37.74932861328","-122.50300598145"
"PACIFIC AVE \ RAYCLIFF TER","Pacific Heights","37.79234313965","-122.44264984131"
"17TH ST \ NOE ST","Castro/Upper Market","37.76261901855","-122.43295288086"
"CRESCENT AVE \ LEESE ST","Bernal Heights","37.735206604","-122.42269134521"
"ESQUINA DR \ GENEVA AVE","Visitacion Valley","37.70874404907","-122.42161560059"
"07TH AVE \ HUGO ST","Inner Sunset","37.7650680542","-122.46424102783"
"FELL ST \ WEBSTER ST","Hayes Valley","37.7751121521","-122.42936706543"
"APOLLO ST \ TOPEKA AVE","Bayview Hunters Point","37.73261260986","-122.39686584473"
"BROADWAY \ FILLMORE ST","Pacific Heights","37.79426574707","-122.43492126465"
"FOERSTER ST \ STAPLES AVE","West of Twin Peaks","37.7290725708","-122.44885253906"
"17TH AVE \ ANZA ST","Outer Richmond","37.77855300903","-122.47602844238"
"GIRARD ST \ MANSELL ST","Portola","37.72127914429","-122.40205383301"
"18TH ST \ MARKET ST","Castro/Upper Market","37.75970840454","-122.44462585449"
"ARBALLO DR \ FONT BLVD \ TAPIA DR","Lakeshore","37.72178649902","-122.48230743408"
"DIVISADERO ST \ NORTH POINT ST","Marina","37.80277252197","-122.44341278076"
"04TH ST \ LONG BRIDGE VARA","Mission Bay","37.77363586426","-122.39144897461"
"BUSH ST \ GOUGH ST","Western Addition","37.78807067871","-122.42523956299"
"POLK ST \ REDWOOD ST","Tenderloin","37.78077316284","-122.41870880127"
"12TH AVE \ LINCOLN WAY","Inner Sunset","37.76578140259","-122.46965026855"
"GUERRERO ST \ ROSA PARKS LN","Mission","37.76734161377","-122.42430114746"
"RHINE ST \ SHAKESPEARE ST",,"37.70798873901","-122.46231079102"
"BEACH ST \ FILLMORE ST","Marina","37.80435943604","-122.43704223633"
"43RD AVE \ SANTIAGO ST","Sunset/Parkside","37.74378585815","-122.5015335083"
"PACIFIC AVE \ SCOTT ST","Pacific Heights","37.79272460938","-122.43966674805"
"DIAMOND ST \ SURREY ST","Glen Park","37.73619842529","-122.43440246582"
"FULTON ST \ PARKER AVE","Lone Mountain/USF","37.77499389648","-122.45281219482"
"BURRITT ST \ BUSH ST","Financial District/South Beach","37.7903213501","-122.4075012207"
"33RD AVE \ ORTEGA ST","Sunset/Parkside","37.75170898438","-122.4913482666"
"CAMBRIDGE ST \ STONEYBROOK AVE \ TRUMBULL ST","Excelsior","37.73108291626","-122.42175292969"
"CHURCH ST \ ELIZABETH ST","Noe Valley","37.75244903564","-122.42750549316"
"ASHTON AVE \ GRAFTON AVE","Oceanview/Merced/Ingleside","37.7200088501","-122.46225738525"
"ACEVEDO AVE \ ARBALLO DR","Lakeshore","37.71979522705","-122.48305511475"
"ORIZABA AVE \ SADOWA ST","Oceanview/Merced/Ingleside","37.71227264404","-122.46257781982"
"09TH AVE \ CLEMENT ST","Inner Richmond","37.78280258179","-122.467628479"
"BUSH ST \ POLK ST","Nob Hill","37.78870010376","-122.42030334473"
"24TH AVE \ IRVING ST","Sunset/Parkside","37.76332473755","-122.48248291016"
"MASONIC AVE \ ROOSEVELT WAY","Castro/Upper Market","37.76533126831","-122.44270324707"
"23RD ST \ MERSEY ST","Noe Valley","37.75339126587","-122.42594146729"
"MCALLISTER ST \ STANYAN ST","Lone Mountain/USF","37.7755279541","-122.45476531982"
"20TH ST \ NOE ST","Castro/Upper Market","37.75727844238","-122.43243408203"
"GROVE ST \ WEBSTER ST","Hayes Valley","37.77697753906","-122.4296875"
"ARGUELLO BLVD \ JACKSON ST","Presidio Heights","37.78930282593","-122.45944976807"
"MONETA WAY \ WHIPPLE AVE","Outer Mission","37.71276473999","-122.45014190674"
"BOWDOIN ST \ SILVER AVE","Portola","37.73024749756","-122.41233825684"
"BLAKE ST \ GEARY BLVD","Lone Mountain/USF","37.78198242188","-122.45111846924"
"03RD ST \ TABER PL","Financial District/South Beach","37.78106307983","-122.39551544189"
"HIMMELMANN PL \ PACIFIC AVE","Nob Hill","37.79615402222","-122.41279602051"
"CHENERY ST \ NATICK ST","Glen Park","37.73460006714","-122.43186187744"
"DUBOCE AVE \ STEINER ST","Haight Ashbury","37.76930618286","-122.43157196045"
"30TH AVE \ CALIFORNIA ST","Outer Richmond","37.78364181519","-122.49036407471"
"28TH AVE \ VICENTE ST","Sunset/Parkside","37.73889923096","-122.4850769043"
"GILMAN AVE \ GRIFFITH ST","Bayview Hunters Point","37.71823501587","-122.38813781738"
"CRESCIO CT \ WHITTIER ST","Excelsior","37.70948791504","-122.44789886475"
"ARGUELLO BLVD \ MORAGA AVE","Presidio","37.79800033569","-122.45944976807"
"42ND AVE \ SLOAT BLVD","Sunset/Parkside","37.73490524292","-122.50006103516"
"LAWRENCE AVE \ MISSION ST","Excelsior","37.70941162109","-122.45088195801"
"CLYDE ST \ TOWNSEND ST","South of Market","37.77822875977","-122.39353942871"
"18TH ST \ CAPP ST","Mission","37.76190185547","-122.41827392578"
"19TH ST \ NOE ST","Castro/Upper Market","37.75942230225","-122.43264007568"
"26TH ST \ BLAIR TER","Bayview Hunters Point","37.75088119507","-122.39984130859"
"41ST AVE \ ANZA ST","Outer Richmond","37.77738571167","-122.50173187256"
"GARCES DR \ VIDAL DR","Lakeshore","37.71617889404","-122.48445129395"
"LISBON ST \ PERSIA AVE","Excelsior","37.72200012207","-122.43360900879"
"30TH AVE \ GEARY BLVD","Outer Richmond","37.77983856201","-122.4900970459"
"FARNUM ST \ MORELAND ST","Glen Park","37.73944473267","-122.43431091309"
"18TH ST \ HAMPSHIRE ST","Mission","37.76187515259","-122.40818786621"
"FOLSOM ST \ JUNIPER ST","South of Market","37.77234268188","-122.41342163086"
"BRAZIL AVE \ LA GRANDE AVE","Excelsior","37.72023391724","-122.42547607422"
"CHESTNUT ST \ FILLMORE ST","Marina","37.80081558228","-122.43627166748"
"VIRGINIA AVE \ WINFIELD ST","Bernal Heights","37.74208450317","-122.41891479492"
"24TH AVE \ OCEAN AVE","Sunset/Parkside","37.73250961304","-122.48011016846"
"CHAIN OF LAKES DR \ MARTIN LUTHER KING JR DR","Golden Gate Park","37.76484680176","-122.50085449219"
"HURON AVE \ SICKLES AVE","Outer Mission","37.70916748047","-122.45324707031"
"20TH AVE \ CALIFORNIA ST","Outer Richmond","37.78412628174","-122.47965240479"
"FRONT ST \ PINE ST","Financial District/South Beach","37.7924079895","-122.39859008789"
"22ND ST \ DOUGLASS ST","Noe Valley","37.75422668457","-122.43878173828"
"MARSTON AVE \ WEST RD","West of Twin Peaks","37.72745513916","-122.44817352295"
"CLINTON PARK \ VALENCIA ST","Mission","37.76927947998","-122.42230987549"
"04TH ST \ BLUXOME ST","South of Market","37.77769851685","-122.39574432373"
"23RD AVE \ NORIEGA ST","Sunset/Parkside","37.7540512085","-122.48075866699"
"HAMILTON ST \ WAYLAND ST","Portola","37.7248840332","-122.40902709961"
"RUTLAND ST \ WILDE AVE","Visitacion Valley","37.71728134155","-122.40531158447"
"BELLAIR PL \ FRANCISCO ST","North Beach","37.80517196655","-122.40953826904"
"GENEVA AVE \ NAPLES ST","Excelsior","37.71421051025","-122.43618011475"
"BAY SHORE BLVD \ PAUL AVE","Bayview Hunters Point","37.72361755371","-122.40078735352"
"40TH AVE \ KIRKHAM ST","Sunset/Parkside","37.75884246826","-122.49936676025"
"41ST AVE \ JUDAH ST","Sunset/Parkside","37.76066207886","-122.5005645752"
"KEARNY ST \ NORTH POINT ST \ THE EMBARCADERO","North Beach","37.80738067627","-122.40730285645"
"EXCELSIOR AVE \ PARIS ST","Excelsior","37.72548675537","-122.4320526123"
"HANOVER ST \ WHITTIER ST",,"37.70784759521","-122.44701385498"
"BAKER ST \ SACRAMENTO ST","Pacific Heights","37.78857040405","-122.44393920898"
"GREAT HWY \ PACHECO ST","Sunset/Parkside","37.74911117554","-122.50794219971"
"11TH ST \ MARKET ST","South of Market","37.77555847168","-122.41865539551"
"16TH AVE \ CECILIA AVE","West of Twin Peaks","37.74392700195","-122.47252655029"
"FILBERT ST \ WEBSTER ST","Marina","37.79822921753","-122.43403625488"
"EDDY ST \ VAN NESS AVE","Tenderloin","37.78289413452","-122.42081451416"
"CRESTLINE DR \ VISTA LN","Twin Peaks","37.7516708374","-122.44624328613"
"DIAMOND ST \ MARKET ST","Castro/Upper Market","37.76189422607","-122.43730163574"
"ALAMEDA ST \ BRYANT ST","Mission","37.76817703247","-122.41072845459"
"40TH AVE \ LINCOLN WAY","Sunset/Parkside","37.76445007324","-122.49975585938"
"MINNA ST \ NEW MONTGOMERY ST","Financial District/South Beach","37.78701019287","-122.3999786377"
"RUTLAND ST \ TUCKER AVE","Visitacion Valley","37.71593093872","-122.40589141846"
"20TH AVE \ LINCOLN WAY","Golden Gate Park","37.76539993286","-122.47832489014"
"LAPHAM WAY \ ROBINSON DR","Excelsior","37.70902252197","-122.42820739746"
"28TH AVE \ ORTEGA ST","Sunset/Parkside","37.7519493103","-122.48598480225"
"HUMBOLDT ST \ ILLINOIS ST","Potrero Hill","37.75684356689","-122.38719940186"
"BITTING AVE \ KALMANOVITZ ST","Bayview Hunters Point","37.7265625","-122.39754486084"
"33RD AVE \ GEARY BLVD","Outer Richmond","37.77968978882","-122.49329376221"
"LEVANT ST \ STATES ST","Castro/Upper Market","37.76500320435","-122.44231414795"
"07TH ST \ HOWARD ST","South of Market","37.77797698975","-122.40938568115"
"37TH AVE \ WAWONA ST","Sunset/Parkside","37.7366065979","-122.49459075928"
"BROADWAY \ POLK ST","Russian Hill","37.79594421387","-122.42176818848"
"10TH ST \ NATOMA ST","South of Market","37.77447509766","-122.41490936279"
"MOULTON ST \ STEINER ST","Marina","37.79920959473","-122.43760681152"
"FRANCE AVE \ NAPLES ST","Excelsior","37.71774291992","-122.43355560303"
"ORDWAY ST \ SAN BRUNO AVE","Portola","37.72040939331","-122.40073394775"
"MADRID ST \ ROLPH ST","Excelsior","37.7142829895","-122.43827819824"
"CALIFORNIA ST \ TAYLOR ST","Nob Hill","37.79162597656","-122.41246032715"
"NEWHALL ST \ TOPEKA AVE \ VENUS ST","Bayview Hunters Point","37.73191070557","-122.39572906494"
"MARTIN LUTHER KING JR DR \ STOW LAKE DR","Golden Gate Park","37.76753616333","-122.47264099121"
"BUSH ST \ TRINITY ST","Financial District/South Beach","37.79092407227","-122.40272521973"
"19TH ST \ CONNECTICUT ST","Potrero Hill","37.76124191284","-122.39736938477"
"BROADWAY \ HYDE ST","Russian Hill","37.79627609253","-122.41845703125"
"PLYMOUTH AVE \ WILDWOOD WAY","West of Twin Peaks","37.72758865356","-122.45653533936"
"17TH ST \ KANSAS ST","Potrero Hill","37.76472473145","-122.40352630615"
"CORTLAND AVE \ PRENTISS ST","Bernal Heights","37.73971176147","-122.41199493408"
"03RD ST \ ARMSTRONG AVE","Bayview Hunters Point","37.726978302","-122.39356994629"
"HAWES ST \ HOLLISTER AVE","Bayview Hunters Point","37.71868896484","-122.39056396484"
"AMHERST ST \ WAYLAND ST","Portola","37.72334289551","-122.41493225098"
"06TH ST \ FOLSOM ST","South of Market","37.77850341797","-122.40561676025"
"ALEMANY BLVD \ FRANCIS ST","Outer Mission","37.72756576538","-122.4354019165"
"EXCELSIOR AVE \ MOSCOW ST","Excelsior","37.72282409668","-122.42646789551"
"37TH AVE \ PACHECO ST","Sunset/Parkside","37.74966049194","-122.49549865723"
"PIERCE ST \ SACRAMENTO ST","Pacific Heights","37.78942108154","-122.43731689453"
"BUCHANAN ST \ CLAY ST","Pacific Heights","37.79113006592","-122.43091583252"
"POST ST \ PRESIDIO AVE","Presidio Heights","37.78350830078","-122.44602966309"
"27TH ST \ SAN JOSE AVE","Bernal Heights","37.74723052979","-122.42140197754"
"40TH AVE \ LAWTON ST","Sunset/Parkside","37.7569770813","-122.49923706055"
"23RD ST \ DIAMOND ST","Noe Valley","37.75275802612","-122.43645477295"
"CAPISTRANO AVE \ SANTA ROSA AVE","Outer Mission","37.72785949707","-122.43808746338"
"26TH ST \ BARTLETT ST","Mission","37.74897384644","-122.41924285889"
"FAXON AVE \ HOLLOWAY AVE","Oceanview/Merced/Ingleside","37.72183609009","-122.46022796631"
"14TH ST \ VALENCIA ST","Mission","37.7681388855","-122.42219543457"
"CESAR CHAVEZ ST \ ILLINOIS ST","Bayview Hunters Point","37.75032424927","-122.38656616211"
"ALANA WAY \ EXECUTIVE PARK BLVD","Bayview Hunters Point","37.70890426636","-122.39440155029"
"FLORIDA ST \ PERALTA AVE","Bernal Heights","37.74674987793","-122.40884399414"
"DIVISADERO ST \ GARDEN ST","Japantown","37.78384780884","-122.43963623047"
"CASTRO ST \ CESAR CHAVEZ ST","Noe Valley","37.74729537964","-122.43370056152"
"MILAN TER \ MONETA WAY","Outer Mission","37.7123374939","-122.45077514648"
"FREMONT ST \ NATOMA ST","Financial District/South Beach","37.78966140747","-122.39568328857"
"BAY SHORE BLVD \ CARROLL AVE \ THORNTON AVE","Portola","37.73065948486","-122.40340423584"
"48TH AVE \ NORIEGA ST","Sunset/Parkside","37.75286865234","-122.50754547119"
"BUCHANAN ST \ JACKSON ST","Pacific Heights","37.79288864136","-122.43125915527"
"05TH AVE \ ANZA ST","Inner Richmond","37.77914047241","-122.46307373047"
"22ND AVE \ LAWTON ST","Sunset/Parkside","37.75782394409","-122.47994232178"
"FERNANDEZ ST \ QUARRY RD","Presidio","37.7965965271","-122.45626831055"
"AUSTIN ST \ OCTAVIA ST","Pacific Heights","37.78832626343","-122.42696380615"
"MOUNT VERNON AVE \ TARA ST","Oceanview/Merced/Ingleside","37.7190246582","-122.44999694824"
"47TH AVE \ LINCOLN WAY","Golden Gate Park","37.76411437988","-122.50726318359"
"CROWN CT \ CROWN TER \ RACCOON DR","Castro/Upper Market","37.75722885132","-122.44694519043"
"14TH AVE \ KIRKHAM ST \ LURLINE ST","Inner Sunset","37.76007461548","-122.4714050293"
"05TH AVE \ LINCOLN WAY","Inner Sunset","37.76610946655","-122.46216583252"
"COLONIAL WAY \ SAN JOSE AVE","Outer Mission","37.72843933105","-122.44043731689"
"23RD ST \ FOLSOM ST","Mission","37.75409698486","-122.41423034668"
"OCEAN AVE \ WATTSON PL","Outer Mission","37.72372436523","-122.43701934814"
"GENEVA AVE \ STONERIDGE LN","Excelsior","37.71092224121","-122.4262008667"
"BRUSSELS ST \ DWIGHT ST","Portola","37.72352218628","-122.40406799316"
"19TH ST \ TEXAS ST","Potrero Hill","37.76136016846","-122.39543914795"
"15TH AVE \ VICENTE ST","West of Twin Peaks","37.73951339722","-122.47109222412"
"BRAZIL AVE \ EDINBURGH ST","Excelsior","37.72278594971","-122.43083190918"
"JEROME ALY \ PACIFIC AVE","North Beach","37.79724884033","-122.40406036377"
"29TH AVE \ CLEMENT ST","Outer Richmond","37.78182601929","-122.48915863037"
"BONIFACIO ST \ LAPU-LAPU ST","South of Market","37.78259658813","-122.39935302734"
"46TH AVE \ KIRKHAM ST","Sunset/Parkside","37.75856018066","-122.50579833984"
"GOUGH ST \ ROSE ST","Hayes Valley","37.77362060547","-122.42230987549"
"DELANO AVE \ SANTA YSABEL AVE","Outer Mission","37.72768783569","-122.43968200684"
"18TH ST \ ORD ST","Castro/Upper Market","37.76058578491","-122.4400100708"
"LOWELL ST \ MISSION ST","Outer Mission","37.71143722534","-122.44638061523"
"JACKSON ST \ PONTIAC ST","Chinatown","37.79587936401","-122.40779876709"
"BOWDOIN ST \ MANSELL ST","McLaren Park","37.71973419189","-122.40797424316"
"MARGARET AVE \ SUMMIT ST","Oceanview/Merced/Ingleside","37.71611022949","-122.45369720459"
"COLIN P KELLY JR ST \ TOWNSEND ST","Mission Bay","37.78121948242","-122.38975524902"
"FILLMORE ST \ JEFFERSON ST","Marina","37.80546951294","-122.43727111816"
"03RD AVE \ CORNWALL ST","Inner Richmond","37.78495788574","-122.46133422852"
"CALIFORNIA ST \ FILLMORE ST","Pacific Heights","37.78890609741","-122.43383789063"
"37TH AVE \ NORIEGA ST","Sunset/Parkside","37.75339126587","-122.49575805664"
"CASTRO ST \ LIBERTY ST","Castro/Upper Market","37.75688552856","-122.43462371826"
"BOSWORTH ST \ MILTON ST","Outer Mission","37.7333946228","-122.42942047119"
"LINDEN ST \ WEBSTER ST","Hayes Valley","37.77557754517","-122.42945861816"
"CLEARFIELD DR \ OCEAN AVE","Sunset/Parkside","37.7320098877","-122.49143981934"
"23RD AVE \ WAWONA ST","Sunset/Parkside","37.73726654053","-122.47959899902"
"03RD AVE \ FULTON ST","Inner Richmond","37.77403259277","-122.46055603027"
"23RD ST \ MISSOURI ST","Potrero Hill","37.75493240356","-122.39594268799"
"21ST AVE \ BALBOA ST","Outer Richmond","37.77649688721","-122.48017883301"
